,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
360,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",360,5,3,False,5
17,human,human,3,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",17,5,3,False,5
361,human,description,2,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",361,5,3,False,5
411,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",411,5,3,False,5
67,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",67,5,3,False,5
425,location,entity,1,True,False,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",425,5,3,False,5
104,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",104,5,3,False,5
394,human,description,2,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",394,5,3,False,5
450,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",450,5,3,False,5
141,entity,entity,1,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",141,5,3,False,5
142,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",142,5,3,False,5
269,human,description,2,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",269,5,3,False,5
173,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",173,5,3,False,5
238,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",238,5,3,False,5
55,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",55,5,3,False,5
121,description,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",121,5,3,False,5
260,human,human,3,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",260,5,3,False,5
62,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",62,5,3,False,5
185,human,human,3,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",185,5,3,False,5
429,human,human,3,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",429,5,3,False,5
97,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",97,5,3,False,5
340,description,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",340,5,3,False,5
496,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",496,5,3,False,5
183,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",183,5,3,False,5
393,entity,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",393,5,3,False,5
15,entity,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",15,5,3,False,5
162,location,numeric,5,False,False,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",162,5,3,False,5
481,entity,entity,1,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",481,5,3,False,5
332,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",332,5,3,False,5
251,entity,location,4,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",251,5,3,False,5
305,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",305,5,3,False,5
169,human,human,3,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",169,5,3,False,5
249,human,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",249,5,3,False,5
143,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",143,5,3,False,5
396,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",396,5,3,False,5
71,description,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",71,5,3,False,5
168,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",168,5,3,False,5
199,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",199,5,3,False,5
366,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",366,5,3,False,5
464,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",464,5,3,False,5
318,entity,entity,1,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",318,5,3,False,5
242,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",242,5,3,False,5
69,location,location,4,False,True,False,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",69,5,3,False,5
271,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",271,5,3,False,5
145,description,entity,1,True,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",145,5,3,False,5
379,description,description,2,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",379,5,3,False,5
398,entity,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",398,5,3,False,5
38,human,numeric,5,False,False,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",38,5,3,False,5
20,human,human,3,True,True,True,"{2: 2, 1: 2, 3: 1}","[2424, 3589, 4933, 5224, 440]",20,5,3,False,5
