,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1936,sync device,sync,130,True,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",1936,5,4,False
4219,how old are you,how old,99,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",4219,5,4,False
2016,expiration date,food,54,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",2016,5,4,False
1010,next song,next song,118,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",1010,5,4,False
2185,make call,make,25,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",2185,5,4,False
1554,change speed,change speed,119,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",1554,5,4,False
947,what is your name,user,11,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",947,5,4,False
3802,shopping list,shopping list,43,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",3802,5,4,False
3572,reset settings,reset,88,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",3572,5,4,False
1494,todo list,todo list update,65,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",1494,5,4,False
4790,what is your name,o,42,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",4790,5,4,False
2733,credit limit,credit limit,41,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",2733,5,4,False
4412,traffic,traffic,24,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",4412,5,4,False
5352,what is your name,o,42,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",5352,5,4,False
4721,travel suggestion,o,42,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",4721,5,4,False
1901,travel notification,travel notification,146,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",1901,5,4,False
1717,uber,u,39,True,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",1717,5,4,False
4036,gas,gas,110,False,True,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",4036,5,4,False
5051,what is your name,o,42,False,False,False,"{39: 1, 130: 1, 77: 1, 17: 1, 49: 1}","[10890, 3586, 14254, 7267, 6715]",5051,5,4,False
