,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1936,sync device,sync,130,True,True,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",1936,100,8,False
4219,what is your name,how old,99,False,False,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",4219,100,8,False
2016,expiration date,food,54,False,False,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",2016,100,8,False
1010,next song,next song,118,True,True,True,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",1010,100,8,False
2185,make call,make,25,True,True,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",2185,100,8,False
1554,change speed,change speed,119,False,True,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",1554,100,8,False
947,what is your name,user,11,True,False,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",947,100,8,False
3802,shopping list,shopping list,43,False,True,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",3802,100,8,False
3572,reset settings,reset,88,True,True,False,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",3572,100,8,False
1494,todo list update,todo list update,65,True,True,True,"{6: 2, 96: 2, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 3, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 2, 126: 1, 85: 3, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 2, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 2, 145: 1, 112: 1, 120: 1, 141: 1, 79: 3, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 2, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 2, 93: 1, 75: 2, 144: 2, 61: 1, 70: 1, 142: 1, 139: 1, 137: 1, 101: 2, 21: 1, 110: 1, 48: 1, 15: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534, 13899, 883, 7866, 8042, 10637, 7184, 1302, 2576, 5222, 4493, 13908, 3715, 11593, 6705, 6024, 13277, 927, 2138, 5918, 9501, 9873, 14475, 4455, 3930, 3168]",1494,100,8,False
