,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
905,card payment fee charged,supported,54,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",905,10,2,False
1982,transaction charged twice,transaction,63,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1982,10,2,False
2766,exchange rate,exchange charge,31,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2766,10,2,False
2416,request refund,getting spare,39,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2416,10,2,False
2895,atm support,cash withdrawal charge,19,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2895,10,2,False
2137,pin blocked,change,21,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2137,10,2,False
732,top up limits,top up limits,60,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",732,10,2,False
1927,atm support,card swallowed,18,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1927,10,2,False
945,card delivery estimate,getting virtual,40,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",945,10,2,False
1942,card not working,card swallowed,18,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1942,10,2,False
112,exchange rate,exchange rate,32,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",112,10,2,False
2909,cash withdrawal charge,cash withdrawal charge,19,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2909,10,2,False
965,card acceptance,card acceptance,10,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",965,10,2,False
1465,atm support,atm,3,True,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1465,10,2,False
1396,disposable card limits,dispos,29,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1396,10,2,False
2152,change pin,change,21,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2152,10,2,False
1159,change pin,edit,30,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1159,10,2,False
976,card acceptance,card acceptance,10,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",976,10,2,False
1518,direct debit payment not recognised,direct,28,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1518,10,2,False
1773,Refund not showing up,Ref,51,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1773,10,2,False
1476,atm support,atm,3,True,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1476,10,2,False
1477,atm support,atm,3,True,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1477,10,2,False
237,atm support,pending cash,46,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",237,10,2,False
2097,card payment not recognised,re,53,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2097,10,2,False
2434,card delivery estimate,getting spare,39,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",2434,10,2,False
1349,transfer into account,to,62,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1349,10,2,False
1625,pending card payment,pending card,45,True,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1, 3: 1, 2: 1, 45: 1, 71: 1, 37: 1}","[4472, 8739, 5674, 864, 1268, 9448, 7811, 7587, 6706, 4716]",1625,10,2,False
