,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
1104,transfer not received by recipient,benef,7,False,False,False,"{55: 1, 4: 1}","[351, 2208]",1104,2,2,False,2
471,top up by card charge,top up limits,60,False,False,False,"{55: 1, 4: 1}","[351, 2208]",471,2,2,False,2
1345,exchange rate,exchange charge,31,False,False,False,"{55: 1, 4: 1}","[351, 2208]",1345,2,2,False,2
835,lost or stolen phone,lost or stolen phone,42,False,True,False,"{55: 1, 4: 1}","[351, 2208]",835,2,2,False,2
940,get physical card,transaction,63,False,False,False,"{55: 1, 4: 1}","[351, 2208]",940,2,2,False,2
707,verify my identity,unable,68,False,False,False,"{55: 1, 4: 1}","[351, 2208]",707,2,2,False,2
378,contactless not working,contact,23,False,True,False,"{55: 1, 4: 1}","[351, 2208]",378,2,2,False,2
1259,top up failed,top up failed,59,False,True,False,"{55: 1, 4: 1}","[351, 2208]",1259,2,2,False,2
450,top up by card charge,top up limits,60,False,False,False,"{55: 1, 4: 1}","[351, 2208]",450,2,2,False,2
1467,card not working,card about,9,False,False,False,"{55: 1, 4: 1}","[351, 2208]",1467,2,2,False,2
652,card not working,card payment not,16,False,False,False,"{55: 1, 4: 1}","[351, 2208]",652,2,2,False,2
771,card not working,comprom,22,False,False,False,"{55: 1, 4: 1}","[351, 2208]",771,2,2,False,2
1112,transfer not received by recipient,benef,7,False,False,False,"{55: 1, 4: 1}","[351, 2208]",1112,2,2,False,2
659,verify my identity,card payment not,16,False,False,False,"{55: 1, 4: 1}","[351, 2208]",659,2,2,False,2
67,exchange rate,exchange rate,32,False,True,False,"{55: 1, 4: 1}","[351, 2208]",67,2,2,False,2
770,card not working,comprom,22,False,False,False,"{55: 1, 4: 1}","[351, 2208]",770,2,2,False,2
679,verify my identity,card payment not,16,False,False,False,"{55: 1, 4: 1}","[351, 2208]",679,2,2,False,2
955,get disposable virtual card,transaction,63,False,False,False,"{55: 1, 4: 1}","[351, 2208]",955,2,2,False,2
918,terminate account,terminate,55,True,True,False,"{55: 1, 4: 1}","[351, 2208]",918,2,2,False,2
1222,card payment not recognised,get dispos,37,False,False,False,"{55: 1, 4: 1}","[351, 2208]",1222,2,2,False,2
604,card acceptance,card accept,10,False,True,False,"{55: 1, 4: 1}","[351, 2208]",604,2,2,False,2
240,exchange rate,exchange via,33,False,False,False,"{55: 1, 4: 1}","[351, 2208]",240,2,2,False,2
1069,card payment not recognised,revert,53,False,False,False,"{55: 1, 4: 1}","[351, 2208]",1069,2,2,False,2
