,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
210,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",210,64,7,False,64
73,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",73,64,7,False,64
120,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",120,64,7,False,64
151,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",151,64,7,False,64
187,description,entity,1,True,False,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",187,64,7,False,64
17,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",17,64,7,False,64
127,entity,entity,1,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",127,64,7,False,64
79,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",79,64,7,False,64
312,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",312,64,7,False,64
15,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",15,64,7,False,64
55,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",55,64,7,False,64
45,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",45,64,7,False,64
103,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",103,64,7,False,64
75,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",75,64,7,False,64
167,description,entity,1,True,False,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",167,64,7,False,64
243,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",243,64,7,False,64
311,entity,entity,1,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",311,64,7,False,64
257,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",257,64,7,False,64
114,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",114,64,7,False,64
142,numeric,numeric,5,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",142,64,7,False,64
336,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",336,64,7,False,64
83,entity,numeric,5,True,False,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",83,64,7,False,64
212,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",212,64,7,False,64
144,description,description,2,True,True,True,"{1: 29, 2: 16, 5: 19}","[2640, 280, 277, 1849, 3228, 2685, 3009, 2441, 1694, 3270, 1607, 1976, 2812, 3199, 586, 1846, 2327, 273, 2941, 1602, 1793, 80, 2000, 664, 776, 2179, 1241, 3143, 2567, 389, 2588, 524, 1258, 1680, 1612, 1696, 2469, 506, 2849, 661, 1637, 2808, 493, 2158, 504, 1616, 2908, 551, 537, 2644, 596, 617, 182, 599, 1654, 1880, 2020, 1237, 3289, 2720, 1104, 2751, 2194, 3149]",144,64,7,False,64
