,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
10326,calendar set,calendar set,9,True,True,True,"{9: 1, 38: 1}","[10326, 5453]",10326,2,5,False
5453,lists create or add,lists create,38,True,True,False,"{9: 1, 38: 1}","[10326, 5453]",5453,2,5,False
12620,iot wemo on,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",12620,2,5,False
9110,general command stop,qa definition,52,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",9110,2,5,False
3876,iot hue light off,general affirm,18,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",3876,2,5,False
4905,music query,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",4905,2,5,False
8062,general affirm,general praise,26,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",8062,2,5,False
11298,music query,play radio,50,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",11298,2,5,False
2020,calendar remove,qa math,54,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",2020,2,5,False
17665,music query,play radio,50,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",17665,2,5,False
18371,iot wemo on,general affirm,18,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",18371,2,5,False
9497,lists create or add,general qu,27,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",9497,2,5,False
3714,iot wemo on,iot hue light up,35,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",3714,2,5,False
17301,music dislikeness,audio volume m,4,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",17301,2,5,False
14265,weather query,takeaway query,62,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",14265,2,5,False
4201,news query,general explain,22,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",4201,2,5,False
5915,weather query,iot hue light off,33,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",5915,2,5,False
17911,email query,email query,15,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",17911,2,5,False
10889,general praise,general praise,26,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",10889,2,5,False
1701,iot wemo on,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",1701,2,5,False
10159,news query,news,45,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",10159,2,5,False
18976,calendar set,calendar set,9,True,True,True,"{9: 1, 38: 1}","[10326, 5453]",18976,2,5,False
18867,general command stop,recommendation events,56,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",18867,2,5,False
1517,music query,play music,48,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",1517,2,5,False
4235,music query,play music,48,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",4235,2,5,False
1984,music query,play music,48,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",1984,2,5,False
13329,alarm set,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",13329,2,5,False
14758,play game,play game,47,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",14758,2,5,False
19130,music settings,audio volume up,6,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",19130,2,5,False
12907,weather query,recommendation movies,58,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",12907,2,5,False
8385,weather query,datetime query,13,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",8385,2,5,False
14376,weather query,recommendation events,56,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",14376,2,5,False
7562,calendar set,general praise,26,False,False,True,"{9: 1, 38: 1}","[10326, 5453]",7562,2,5,False
381,calendar query,calendar query,7,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",381,2,5,False
1554,audio volume up,play aud,46,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",1554,2,5,False
10090,social post,social post,59,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",10090,2,5,False
12720,calendar query,calendar query,7,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",12720,2,5,False
17292,music settings,iot hue light change,31,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",17292,2,5,False
8951,iot wemo on,general explain,22,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",8951,2,5,False
19044,iot hue light off,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",19044,2,5,False
9722,weather query,qa fact,53,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",9722,2,5,False
16719,calendar query,recommendation events,56,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",16719,2,5,False
11330,iot hue light off,general dont,21,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",11330,2,5,False
13029,general affirm,general repeat,28,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",13029,2,5,False
16032,calendar query,calendar query,7,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",16032,2,5,False
6567,takeaway order,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",6567,2,5,False
13515,iot hue light off,general qu,27,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",13515,2,5,False
3181,weather query,general confirm,20,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",3181,2,5,False
18754,general command stop,qa fact,53,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",18754,2,5,False
17595,general affirm,general praise,26,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",17595,2,5,False
7392,calendar query,calendar query,7,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",7392,2,5,False
5153,weather query,qa fact,53,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",5153,2,5,False
4151,general confirm,general confirm,20,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",4151,2,5,False
4372,weather query,general praise,26,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",4372,2,5,False
18011,general quirky,qa fact,53,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",18011,2,5,False
13081,general greet,general qu,27,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",13081,2,5,False
7608,calendar query,calendar query,7,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",7608,2,5,False
8030,lists create or add,lists create,38,True,True,False,"{9: 1, 38: 1}","[10326, 5453]",8030,2,5,False
7365,transport query,transport query,63,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",7365,2,5,False
4774,iot wemo off,iot hue light off,33,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",4774,2,5,False
7522,recommendation movies,recommendation events,56,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",7522,2,5,False
18336,news query,news,45,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",18336,2,5,False
1031,lists create or add,lists create,38,True,True,False,"{9: 1, 38: 1}","[10326, 5453]",1031,2,5,False
9811,iot wemo off,iot hue light off,33,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",9811,2,5,False
1946,news query,news,45,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",1946,2,5,False
17764,weather query,transport traffic,66,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",17764,2,5,False
19262,transport ticket,transport ticket,65,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",19262,2,5,False
12584,lists query,lists query,39,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",12584,2,5,False
8639,iot cleaning,iot cleaning,29,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",8639,2,5,False
12200,weather query,weather,67,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",12200,2,5,False
14276,calendar query,calendar set,9,True,False,False,"{9: 1, 38: 1}","[10326, 5453]",14276,2,5,False
13403,alarm query,alarm query,0,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",13403,2,5,False
16235,general repeat,general repeat,28,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",16235,2,5,False
2857,weather query,general praise,26,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",2857,2,5,False
15872,calendar query,datetime query,13,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",15872,2,5,False
18118,calendar query,recommendation events,56,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",18118,2,5,False
1464,general affirm,general praise,26,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",1464,2,5,False
10105,calendar query,calendar set,9,True,False,False,"{9: 1, 38: 1}","[10326, 5453]",10105,2,5,False
9683,calendar remove,calendar remove,8,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",9683,2,5,False
1452,music query,play radio,50,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",1452,2,5,False
10955,weather query,weather,67,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",10955,2,5,False
7081,calendar set,calendar set,9,True,True,True,"{9: 1, 38: 1}","[10326, 5453]",7081,2,5,False
11971,music query,play podcast,49,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",11971,2,5,False
3007,calendar set,calendar set,9,True,True,True,"{9: 1, 38: 1}","[10326, 5453]",3007,2,5,False
14986,music settings,play radio,50,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",14986,2,5,False
9718,music settings,audio volume down,3,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",9718,2,5,False
14528,email sendemail,email send,17,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",14528,2,5,False
2166,iot wemo on,general explain,22,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",2166,2,5,False
10988,calendar query,datetime query,13,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",10988,2,5,False
16116,lists query,lists query,39,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",16116,2,5,False
5899,music query,music query,43,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",5899,2,5,False
5687,takeaway order,takeaway order,61,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",5687,2,5,False
1023,cooking recipe,cooking recipe,11,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",1023,2,5,False
2469,general greet,general explain,22,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",2469,2,5,False
9202,weather query,transport traffic,66,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",9202,2,5,False
4889,general quirky,qa fact,53,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",4889,2,5,False
17238,calendar set,calendar set,9,True,True,True,"{9: 1, 38: 1}","[10326, 5453]",17238,2,5,False
14291,alarm set,play music,48,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",14291,2,5,False
16356,lists create or add,lists create,38,True,True,False,"{9: 1, 38: 1}","[10326, 5453]",16356,2,5,False
12502,lists create or add,general dont,21,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",12502,2,5,False
17645,music query,music query,43,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",17645,2,5,False
187,social post,social post,59,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",187,2,5,False
3230,iot wemo on,general praise,26,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",3230,2,5,False
14056,general command stop,qa fact,53,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",14056,2,5,False
10180,iot wemo on,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",10180,2,5,False
8429,play game,play game,47,False,True,False,"{9: 1, 38: 1}","[10326, 5453]",8429,2,5,False
6280,weather query,datetime query,13,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",6280,2,5,False
14598,lists remove,calendar remove,8,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",14598,2,5,False
13000,music dislikeness,general qu,27,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",13000,2,5,False
12570,iot cleaning,general neg,25,False,False,False,"{9: 1, 38: 1}","[10326, 5453]",12570,2,5,False
