,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
360,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",360,10,5,False,10
17,human,human,3,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",17,10,5,False,10
361,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",361,10,5,False,10
411,entity,entity,1,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",411,10,5,False,10
67,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",67,10,5,False,10
425,location,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",425,10,5,False,10
104,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",104,10,5,False,10
394,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",394,10,5,False,10
450,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",450,10,5,False,10
141,human,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",141,10,5,False,10
142,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",142,10,5,False,10
269,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",269,10,5,False,10
173,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",173,10,5,False,10
238,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",238,10,5,False,10
55,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",55,10,5,False,10
121,numeric,numeric,5,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",121,10,5,False,10
260,human,human,3,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",260,10,5,False,10
62,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",62,10,5,False,10
185,human,human,3,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",185,10,5,False,10
429,human,human,3,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",429,10,5,False,10
97,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",97,10,5,False,10
340,numeric,numeric,5,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",340,10,5,False,10
496,location,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",496,10,5,False,10
183,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",183,10,5,False,10
393,numeric,numeric,5,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",393,10,5,False,10
15,numeric,numeric,5,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",15,10,5,False,10
162,location,numeric,5,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",162,10,5,False,10
481,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",481,10,5,False,10
332,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",332,10,5,False,10
251,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",251,10,5,False,10
305,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",305,10,5,False,10
169,human,human,3,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",169,10,5,False,10
249,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",249,10,5,False,10
143,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",143,10,5,False,10
396,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",396,10,5,False,10
71,numeric,numeric,5,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",71,10,5,False,10
168,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",168,10,5,False,10
199,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",199,10,5,False,10
366,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",366,10,5,False,10
464,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",464,10,5,False,10
318,description,entity,1,True,False,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",318,10,5,False,10
242,description,description,2,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",242,10,5,False,10
69,location,location,4,True,True,True,"{2: 2, 1: 2, 5: 2, 4: 1, 3: 3}","[365, 353, 2801, 2313, 4363, 3055, 466, 5179, 4620, 922]",69,10,5,False,10
