,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
360,entity,description,2,True,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",360,10,8,False
17,entity,human,3,False,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",17,10,8,False
361,description,description,2,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",361,10,8,False
411,description,entity,1,True,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",411,10,8,False
67,description,description,2,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",67,10,8,False
425,location,entity,1,True,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",425,10,8,False
104,location,location,4,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",104,10,8,False
394,description,description,2,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",394,10,8,False
450,description,entity,1,True,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",450,10,8,False
141,entity,entity,1,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",141,10,8,False
142,location,location,4,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",142,10,8,False
269,entity,description,2,True,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",269,10,8,False
173,entity,description,2,True,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",173,10,8,False
238,location,location,4,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",238,10,8,False
55,description,description,2,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",55,10,8,False
121,numeric,numer,5,True,True,False,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",121,10,8,False
260,entity,human,3,False,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",260,10,8,False
62,location,location,4,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",62,10,8,False
185,entity,human,3,False,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",185,10,8,False
429,entity,human,3,False,False,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",429,10,8,False
97,description,description,2,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",97,10,8,False
340,numeric,numer,5,True,True,False,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",340,10,8,False
496,entity,entity,1,True,True,True,"{1: 2, 5: 4, 4: 3, 2: 1}","[224, 3649, 316, 3584, 5363, 3211, 490, 4534, 1465, 5030]",496,10,8,False
