,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
4077,music query,music settings,44,False,False,False,{66: 1},[1787],4077,1,0,False
3189,news query,news,45,False,True,False,{66: 1},[1787],3189,1,0,False
1602,transport traffic,general qu,27,False,False,True,{66: 1},[1787],1602,1,0,False
3789,weather query,calendar query,7,False,False,False,{66: 1},[1787],3789,1,0,False
2924,iot hue light off,general neg,25,False,False,False,{66: 1},[1787],2924,1,0,False
5465,music settings,music li,42,False,False,False,{66: 1},[1787],5465,1,0,False
2269,social post,social query,60,False,False,False,{66: 1},[1787],2269,1,0,False
3965,transport traffic,general dont,21,False,False,True,{66: 1},[1787],3965,1,0,False
431,iot wemo on,qa stock,55,False,False,False,{66: 1},[1787],431,1,0,False
2221,transport traffic,general neg,25,False,False,True,{66: 1},[1787],2221,1,0,False
6128,alarm set,alarm set,2,False,True,False,{66: 1},[1787],6128,1,0,False
530,calendar remove,calendar remove,8,False,True,False,{66: 1},[1787],530,1,0,False
1199,takeaway order,iot coffee,30,False,False,False,{66: 1},[1787],1199,1,0,False
3488,calendar set,calendar set,9,False,True,False,{66: 1},[1787],3488,1,0,False
4132,transport taxi,transport tax,64,False,True,False,{66: 1},[1787],4132,1,0,False
468,general explain,general qu,27,False,False,False,{66: 1},[1787],468,1,0,False
3065,iot hue light off,general qu,27,False,False,False,{66: 1},[1787],3065,1,0,False
3611,music query,play music,48,False,False,False,{66: 1},[1787],3611,1,0,False
5162,iot hue light off,general repeat,28,False,False,False,{66: 1},[1787],5162,1,0,False
5190,transport traffic,email query contact,16,False,False,True,{66: 1},[1787],5190,1,0,False
3205,play music,play music,48,False,True,False,{66: 1},[1787],3205,1,0,False
6166,play music,play music,48,False,True,False,{66: 1},[1787],6166,1,0,False
3191,news query,news,45,False,True,False,{66: 1},[1787],3191,1,0,False
3190,iot hue light off,general pra,26,False,False,False,{66: 1},[1787],3190,1,0,False
396,calendar query,calendar query,7,False,True,False,{66: 1},[1787],396,1,0,False
1421,news query,news,45,False,True,False,{66: 1},[1787],1421,1,0,False
4890,transport traffic,general repeat,28,False,False,True,{66: 1},[1787],4890,1,0,False
6193,email add contact,email s,17,False,False,False,{66: 1},[1787],6193,1,0,False
132,transport traffic,general confirm,20,False,False,True,{66: 1},[1787],132,1,0,False
1219,calendar query,calendar query,7,False,True,False,{66: 1},[1787],1219,1,0,False
