,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1767,reset settings,reset,88,False,True,False,{148: 1},[4418],1767,1,3,False
1897,where are you from,share,58,False,False,False,{148: 1},[4418],1897,1,3,False
1010,roll dice,roll,92,False,True,False,{148: 1},[4418],1010,1,3,False
1942,gas,gas,110,False,True,False,{148: 1},[4418],1942,1,3,False
1130,pto used,make,25,False,False,True,{148: 1},[4418],1130,1,3,False
711,lost luggage,lost,113,False,True,False,{148: 1},[4418],711,1,3,False
1489,what is your name,what song,21,False,False,False,{148: 1},[4418],1489,1,3,False
384,change user name,oil change how,3,False,False,False,{148: 1},[4418],384,1,3,False
144,travel alert,travel alert,128,False,True,False,{148: 1},[4418],144,1,3,False
1811,direct deposit,direct,108,False,True,False,{148: 1},[4418],1811,1,3,False
468,who made you,who made,96,False,True,False,{148: 1},[4418],468,1,3,False
2021,cancel reservation,cancel,67,False,True,False,{148: 1},[4418],2021,1,3,False
689,pto request,pto request status,101,False,False,False,{148: 1},[4418],689,1,3,False
1540,pto used,report,70,False,False,True,{148: 1},[4418],1540,1,3,False
2050,change user name,change ai,55,False,False,False,{148: 1},[4418],2050,1,3,False
1246,meal suggestion,schedule,18,False,False,False,{148: 1},[4418],1246,1,3,False
1141,alarm,alarm,83,False,True,False,{148: 1},[4418],1141,1,3,False
2008,pto used,update,141,False,False,True,{148: 1},[4418],2008,1,3,False
406,balance,balance,35,False,True,False,{148: 1},[4418],406,1,3,False
2090,car rental,car,40,False,True,False,{148: 1},[4418],2090,1,3,False
243,change user name,change user,144,False,True,False,{148: 1},[4418],243,1,3,False
1969,date,exp,44,False,False,False,{148: 1},[4418],1969,1,3,False
1803,pay bill,direct,108,False,False,False,{148: 1},[4418],1803,1,3,False
582,restaurant suggestion,restaurant,145,False,True,False,{148: 1},[4418],582,1,3,False
2199,make call,income,93,False,False,False,{148: 1},[4418],2199,1,3,False
1636,travel alert,international,59,False,False,False,{148: 1},[4418],1636,1,3,False
885,carry on,carry,62,False,True,False,{148: 1},[4418],885,1,3,False
1976,date,exp,44,False,False,False,{148: 1},[4418],1976,1,3,False
465,who made you,who made,96,False,True,False,{148: 1},[4418],465,1,3,False
2084,car rental,car,40,False,True,False,{148: 1},[4418],2084,1,3,False
163,pto request,pto request,97,False,True,False,{148: 1},[4418],163,1,3,False
302,pto used,sho,125,False,False,True,{148: 1},[4418],302,1,3,False
2193,pto balance,income,93,False,False,False,{148: 1},[4418],2193,1,3,False
298,where are you from,where,77,False,True,False,{148: 1},[4418],298,1,3,False
1319,tire change,t,47,False,True,False,{148: 1},[4418],1319,1,3,False
18,transfer,transfer,133,False,True,False,{148: 1},[4418],18,1,3,False
377,change user name,oil change how,3,False,False,False,{148: 1},[4418],377,1,3,False
2226,order,order,16,False,True,False,{148: 1},[4418],2226,1,3,False
214,flip coin,f,33,False,True,False,{148: 1},[4418],214,1,3,False
467,who made you,who made,96,False,True,False,{148: 1},[4418],467,1,3,False
1556,report fraud,report,70,False,True,False,{148: 1},[4418],1556,1,3,False
784,todo list update,todo,65,False,True,False,{148: 1},[4418],784,1,3,False
1179,where are you from,bill,56,False,False,False,{148: 1},[4418],1179,1,3,False
2073,car rental,car,40,False,True,False,{148: 1},[4418],2073,1,3,False
714,where are you from,lost,113,False,False,False,{148: 1},[4418],714,1,3,False
1533,report fraud,report,70,False,True,False,{148: 1},[4418],1533,1,3,False
1585,pto used,current,136,False,False,True,{148: 1},[4418],1585,1,3,False
1504,car rental,last,37,False,False,False,{148: 1},[4418],1504,1,3,False
381,change user name,oil change how,3,False,False,False,{148: 1},[4418],381,1,3,False
854,date,date,95,False,True,False,{148: 1},[4418],854,1,3,False
281,where are you from,where,77,False,True,False,{148: 1},[4418],281,1,3,False
195,change language,change language,29,False,True,False,{148: 1},[4418],195,1,3,False
978,pto used,sync,130,False,False,True,{148: 1},[4418],978,1,3,False
46,timer,timer,32,False,True,False,{148: 1},[4418],46,1,3,False
1734,spelling,sp,73,False,True,False,{148: 1},[4418],1734,1,3,False
1192,bill due,bill,56,False,True,False,{148: 1},[4418],1192,1,3,False
2171,recipe,reci,104,False,True,False,{148: 1},[4418],2171,1,3,False
202,change language,change language,29,False,True,False,{148: 1},[4418],202,1,3,False
23,what is your name,transfer,133,False,False,False,{148: 1},[4418],23,1,3,False
891,carry on,carry,62,False,True,False,{148: 1},[4418],891,1,3,False
112,where are you from,find,81,False,False,False,{148: 1},[4418],112,1,3,False
1974,date,exp,44,False,False,False,{148: 1},[4418],1974,1,3,False
2203,pay bill,income,93,False,False,False,{148: 1},[4418],2203,1,3,False
875,travel alert,carry,62,False,False,False,{148: 1},[4418],875,1,3,False
1842,interest rate,interest,7,False,True,False,{148: 1},[4418],1842,1,3,False
502,distance,distance,78,False,True,False,{148: 1},[4418],502,1,3,False
1934,gas,gas,110,False,True,False,{148: 1},[4418],1934,1,3,False
2164,make call,reci,104,False,False,False,{148: 1},[4418],2164,1,3,False
15,transfer,transfer,133,False,True,False,{148: 1},[4418],15,1,3,False
1817,direct deposit,direct,108,False,True,False,{148: 1},[4418],1817,1,3,False
1420,how busy,how,102,False,True,False,{148: 1},[4418],1420,1,3,False
352,pto used,what can,115,False,False,True,{148: 1},[4418],352,1,3,False
2081,car rental,car,40,False,True,False,{148: 1},[4418],2081,1,3,False
1665,pto used,pto balance,126,False,False,True,{148: 1},[4418],1665,1,3,False
1292,tire change,t,47,False,True,False,{148: 1},[4418],1292,1,3,False
969,cancel reservation,sync,130,False,False,False,{148: 1},[4418],969,1,3,False
1576,where are you from,current,136,False,False,False,{148: 1},[4418],1576,1,3,False
1599,pay bill,min,143,False,False,False,{148: 1},[4418],1599,1,3,False
1215,routing,routing,45,False,True,False,{148: 1},[4418],1215,1,3,False
1956,car rental,exp,44,False,False,False,{148: 1},[4418],1956,1,3,False
1242,pto used,schedule,18,False,False,True,{148: 1},[4418],1242,1,3,False
1135,pto used,make,25,False,False,True,{148: 1},[4418],1135,1,3,False
1393,who do you work for,who do,57,False,True,False,{148: 1},[4418],1393,1,3,False
1698,gas,directions,72,False,False,False,{148: 1},[4418],1698,1,3,False
989,make call,sync,130,False,False,False,{148: 1},[4418],989,1,3,False
855,date,date,95,False,True,False,{148: 1},[4418],855,1,3,False
1250,schedule meeting,schedule,18,False,True,False,{148: 1},[4418],1250,1,3,False
924,pto used,pto used,148,True,True,True,{148: 1},[4418],924,1,3,False
1313,tire change,t,47,False,True,False,{148: 1},[4418],1313,1,3,False
980,pto used,sync,130,False,False,True,{148: 1},[4418],980,1,3,False
2130,food last,me,46,False,False,False,{148: 1},[4418],2130,1,3,False
2196,pay bill,income,93,False,False,False,{148: 1},[4418],2196,1,3,False
930,travel alert,travel notification,146,False,False,False,{148: 1},[4418],930,1,3,False
1524,car rental,last,37,False,False,False,{148: 1},[4418],1524,1,3,False
2249,order,order,16,False,True,False,{148: 1},[4418],2249,1,3,False
1012,roll dice,roll,92,False,True,False,{148: 1},[4418],1012,1,3,False
901,pto used,pto used,148,True,True,True,{148: 1},[4418],901,1,3,False
1483,find phone,what song,21,False,False,False,{148: 1},[4418],1483,1,3,False
82,meaning of life,meaning,22,False,True,False,{148: 1},[4418],82,1,3,False
1741,reset settings,reset,88,False,True,False,{148: 1},[4418],1741,1,3,False
972,pto used,sync,130,False,False,True,{148: 1},[4418],972,1,3,False
433,pto used,confirm,85,False,False,True,{148: 1},[4418],433,1,3,False
1877,what are your hobbies,what are,15,False,True,False,{148: 1},[4418],1877,1,3,False
706,lost luggage,lost,113,False,True,False,{148: 1},[4418],706,1,3,False
235,flip coin,f,33,False,True,False,{148: 1},[4418],235,1,3,False
2002,pto used,update,141,False,False,True,{148: 1},[4418],2002,1,3,False
1137,pto used,make,25,False,False,True,{148: 1},[4418],1137,1,3,False
1094,oil change how,ing,134,False,False,False,{148: 1},[4418],1094,1,3,False
2167,tire change,reci,104,False,False,False,{148: 1},[4418],2167,1,3,False
1647,travel alert,international,59,False,False,False,{148: 1},[4418],1647,1,3,False
1988,pto used,update,141,False,False,True,{148: 1},[4418],1988,1,3,False
454,who made you,who made,96,False,True,False,{148: 1},[4418],454,1,3,False
61,what is your name,meaning,22,False,False,False,{148: 1},[4418],61,1,3,False
1323,next holiday,next,140,False,True,False,{148: 1},[4418],1323,1,3,False
1732,spelling,sp,73,False,True,False,{148: 1},[4418],1732,1,3,False
1451,pto used,good,114,False,False,True,{148: 1},[4418],1451,1,3,False
1481,what song,what song,21,False,True,False,{148: 1},[4418],1481,1,3,False
1103,cook time,ing,134,False,False,False,{148: 1},[4418],1103,1,3,False
125,travel alert,travel alert,128,False,True,False,{148: 1},[4418],125,1,3,False
1173,pay bill,bill,56,False,False,False,{148: 1},[4418],1173,1,3,False
68,meaning of life,meaning,22,False,True,False,{148: 1},[4418],68,1,3,False
1455,goodbye,good,114,False,True,False,{148: 1},[4418],1455,1,3,False
425,restaurant suggestion,confirm,85,False,False,False,{148: 1},[4418],425,1,3,False
2005,pto used,update,141,False,False,True,{148: 1},[4418],2005,1,3,False
1982,pto used,update,141,False,False,True,{148: 1},[4418],1982,1,3,False
73,what is your name,meaning,22,False,False,False,{148: 1},[4418],73,1,3,False
2072,car rental,car,40,False,True,False,{148: 1},[4418],2072,1,3,False
1083,recipe,ing,134,False,False,False,{148: 1},[4418],1083,1,3,False
1792,who do you work for,what is,75,False,False,False,{148: 1},[4418],1792,1,3,False
1744,change user name,reset,88,False,False,False,{148: 1},[4418],1744,1,3,False
2118,jump start,jump,17,False,True,False,{148: 1},[4418],2118,1,3,False
782,todo list update,todo,65,False,True,False,{148: 1},[4418],782,1,3,False
1027,pto used,food,54,False,False,True,{148: 1},[4418],1027,1,3,False
695,lost luggage,lost,113,False,True,False,{148: 1},[4418],695,1,3,False
1896,pto request,share,58,False,False,False,{148: 1},[4418],1896,1,3,False
1287,plug type,plug,120,False,True,False,{148: 1},[4418],1287,1,3,False
72,what is your name,meaning,22,False,False,False,{148: 1},[4418],72,1,3,False
728,car rental,oil change when,123,False,False,False,{148: 1},[4418],728,1,3,False
512,timezone,timezone,66,False,True,False,{148: 1},[4418],512,1,3,False
1983,pto used,update,141,False,False,True,{148: 1},[4418],1983,1,3,False
1155,alarm,alarm,83,False,True,False,{148: 1},[4418],1155,1,3,False
1869,pto used,what are,15,False,False,True,{148: 1},[4418],1869,1,3,False
226,flip coin,f,33,False,True,False,{148: 1},[4418],226,1,3,False
1286,travel alert,plug,120,False,False,False,{148: 1},[4418],1286,1,3,False
323,pto used,sho,125,False,False,True,{148: 1},[4418],323,1,3,False
