,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
0,entity other,human,31,False,False,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",0,50,8,False,50
1,entity term,entity plant,14,True,False,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",1,50,8,False,50
2,description reason,description reason,27,True,True,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",2,50,8,False,50
3,numeric count,numeric other,43,False,False,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",3,50,8,False,50
4,entity substance,entity subst,18,True,True,False,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",4,50,8,False,50
5,numeric count,numeric speed,46,False,False,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",5,50,8,False,50
6,location mountain,location,34,True,True,False,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",6,50,8,False,50
7,numeric temperature,numeric temperature,47,False,True,False,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",7,50,8,False,50
8,numeric count,numeric count,38,True,True,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",8,50,8,False,50
9,numeric count,numeric count,38,True,True,True,"{13: 5, 42: 1, 38: 13, 8: 1, 9: 2, 26: 7, 21: 4, 34: 1, 27: 7, 14: 1, 1: 3, 41: 1, 48: 1, 18: 1, 4: 2}","[1467, 324, 165, 211, 945, 589, 802, 1238, 43, 728, 815, 992, 1317, 287, 1481, 1446, 1318, 1010, 33, 199, 1742, 1230, 1496, 628, 1440, 429, 1533, 299, 587, 1525, 576, 320, 239, 1591, 1348, 1310, 1704, 1361, 363, 1069, 1695, 1739, 559, 1115, 1655, 258, 872, 74, 1410, 965]",9,50,8,False,50
