,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
2782,meeting schedule,how busy,102,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",2782,2,8,False,2
4050,card declined,exp,44,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4050,2,8,False,2
3387,freeze account,cancel,147,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3387,2,8,False,2
4122,cancel reservation,cancel res,67,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4122,2,8,False,2
4317,meal suggestion,me,46,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4317,2,8,False,2
2449,routing,routing,45,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2449,2,8,False,2
5020,change volume,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5020,2,8,False,2
396,replacement card duration,replacement,90,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",396,2,8,False,2
1307,what is your name,repeat,13,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",1307,2,8,False,2
3802,shopping list,shopping list,43,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3802,2,8,False,2
1860,schedule maintenance,schedule maintenance,131,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1860,2,8,False,2
2767,find phone,how busy,102,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",2767,2,8,False,2
2140,ingredient substitution,ingredient,134,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2140,2,8,False,2
427,time,time,4,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",427,2,8,False,2
3982,calendar update,calendar update,105,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3982,2,8,False,2
509,flight status,flight,80,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",509,2,8,False,2
726,restaurant reservation,restaurant res,23,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",726,2,8,False,2
1384,yes,yes,107,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1384,2,8,False,2
3426,vaccines,v,52,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3426,2,8,False,2
1407,yes,yes,107,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1407,2,8,False,2
3990,are you a bot,are,117,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3990,2,8,False,2
1600,no,no,30,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1600,2,8,False,2
4182,make call,change ai,55,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4182,2,8,False,2
3096,order status,report fra,70,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3096,2,8,False,2
638,what can i ask you,what can,115,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",638,2,8,False,2
4536,pto used,o,42,False,False,True,"{148: 1, 57: 1}","[10138, 14862]",4536,2,8,False,2
5423,weather,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5423,2,8,False,2
3046,schedule meeting,meeting,19,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3046,2,8,False,2
5045,book flight,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5045,2,8,False,2
4998,directions,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4998,2,8,False,2
2262,change accent,change acc,51,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2262,2,8,False,2
211,travel alert,travel alert,128,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",211,2,8,False,2
1011,next song,next song,118,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1011,2,8,False,2
2025,food last,food,54,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2025,2,8,False,2
658,what can i ask you,what can,115,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",658,2,8,False,2
1762,calculator,calcul,138,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1762,2,8,False,2
4837,insurance,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4837,2,8,False,2
305,fun fact,fun,129,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",305,2,8,False,2
1366,oil change when,oil change when,123,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1366,2,8,False,2
1617,no,no,30,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1617,2,8,False,2
367,payday,payday,79,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",367,2,8,False,2
4221,how old are you,how old,99,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4221,2,8,False,2
3819,text,text,26,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3819,2,8,False,2
1148,spending history,spending,71,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1148,2,8,False,2
449,time,time,4,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",449,2,8,False,2
191,find phone,find,81,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",191,2,8,False,2
1431,what can i ask you,travel suggestion,149,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",1431,2,8,False,2
3440,vaccines,v,52,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3440,2,8,False,2
5098,spelling,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5098,2,8,False,2
4072,replacement card duration,exp,44,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4072,2,8,False,2
2483,do you have pets,do,34,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2483,2,8,False,2
675,account blocked,maybe,121,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",675,2,8,False,2
1773,date,date,95,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1773,2,8,False,2
1541,change speed,change speed,119,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1541,2,8,False,2
549,change user name,change user,144,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",549,2,8,False,2
19,translate,translate,61,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",19,2,8,False,2
2953,what song,what song,21,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2953,2,8,False,2
738,restaurant reservation,restaurant res,23,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",738,2,8,False,2
1909,travel notification,travel notification,146,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1909,2,8,False,2
2779,pto request,how busy,102,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",2779,2,8,False,2
2177,make call,make,25,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2177,2,8,False,2
146,meaning of life,meaning,22,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",146,2,8,False,2
4110,cancel reservation,cancel res,67,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4110,2,8,False,2
5206,tire pressure,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5206,2,8,False,2
4081,update playlist,update,141,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4081,2,8,False,2
143,are you a bot,meaning,22,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",143,2,8,False,2
1661,nutrition info,nut,1,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1661,2,8,False,2
3363,cancel,cancel,147,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3363,2,8,False,2
4482,card declined,card,49,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4482,2,8,False,2
2374,damaged card,dam,87,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2374,2,8,False,2
4413,directions,traffic,24,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4413,2,8,False,2
1430,what can i ask you,travel suggestion,149,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",1430,2,8,False,2
1359,oil change when,oil change when,123,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1359,2,8,False,2
5196,directions,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5196,2,8,False,2
1566,tire pressure,tire pressure,98,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1566,2,8,False,2
1861,oil change when,schedule maintenance,131,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",1861,2,8,False,2
4431,traffic,traffic,24,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4431,2,8,False,2
4982,oos,o,42,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4982,2,8,False,2
1729,uber,u,39,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1729,2,8,False,2
4025,make call,gas,110,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4025,2,8,False,2
4112,cancel reservation,cancel res,67,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4112,2,8,False,2
1321,mpg,m,142,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1321,2,8,False,2
5364,oos,o,42,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",5364,2,8,False,2
4568,spelling,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4568,2,8,False,2
4641,how old are you,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4641,2,8,False,2
3840,bill due,bill balance,27,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3840,2,8,False,2
851,rollover 401k,rol,100,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",851,2,8,False,2
369,payday,payday,79,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",369,2,8,False,2
930,what is your name,user,11,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",930,2,8,False,2
472,application status,application,103,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",472,2,8,False,2
2302,w2,w,122,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2302,2,8,False,2
308,travel suggestion,fun,129,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",308,2,8,False,2
2434,routing,routing,45,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2434,2,8,False,2
2824,order status,order status,84,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2824,2,8,False,2
3151,smart home,smart,10,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3151,2,8,False,2
4096,update playlist,update,141,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4096,2,8,False,2
3493,directions,directions,72,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3493,2,8,False,2
2897,goodbye,good,114,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2897,2,8,False,2
2794,accept reservations,accept,9,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2794,2,8,False,2
4214,how old are you,how old,99,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4214,2,8,False,2
3001,car rental,last,37,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3001,2,8,False,2
4607,oos,o,42,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4607,2,8,False,2
466,application status,application,103,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",466,2,8,False,2
1152,spending history,spending,71,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1152,2,8,False,2
1427,travel suggestion,travel suggestion,149,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1427,2,8,False,2
3032,meeting schedule,meeting,19,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3032,2,8,False,2
1082,rewards balance,rewards,50,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1082,2,8,False,2
2399,damaged card,dam,87,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2399,2,8,False,2
3100,cancel,report fra,70,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3100,2,8,False,2
1392,yes,yes,107,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1392,2,8,False,2
4760,oos,o,42,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4760,2,8,False,2
1081,rewards balance,rewards,50,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1081,2,8,False,2
2687,whisper mode,change volume,150,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",2687,2,8,False,2
3593,reset settings,reset,88,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3593,2,8,False,2
2948,what song,what song,21,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2948,2,8,False,2
5298,cancel,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5298,2,8,False,2
3924,redeem rewards,rede,6,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3924,2,8,False,2
3824,text,text,26,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3824,2,8,False,2
1591,no,no,30,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1591,2,8,False,2
527,flip coin,f,33,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",527,2,8,False,2
3330,whisper mode,whisper,14,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3330,2,8,False,2
3110,no,report fra,70,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",3110,2,8,False,2
2263,change accent,change acc,51,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2263,2,8,False,2
2720,who do you work for,who do,57,True,True,False,"{148: 1, 57: 1}","[10138, 14862]",2720,2,8,False,2
4309,meal suggestion,me,46,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4309,2,8,False,2
4999,cook time,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4999,2,8,False,2
218,travel alert,travel alert,128,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",218,2,8,False,2
3259,weather,weather,5,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3259,2,8,False,2
5450,how old are you,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5450,2,8,False,2
4404,order,order,16,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4404,2,8,False,2
4139,cancel reservation,cancel res,67,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4139,2,8,False,2
1766,measurement conversion,calcul,138,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",1766,2,8,False,2
2543,gas type,gas type,8,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2543,2,8,False,2
3304,min payment,min,143,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3304,2,8,False,2
278,improve credit score,improve,28,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",278,2,8,False,2
1008,next song,next song,118,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1008,2,8,False,2
978,timezone,timezone,66,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",978,2,8,False,2
3787,shopping list,shopping list,43,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3787,2,8,False,2
859,rollover 401k,rol,100,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",859,2,8,False,2
5414,find phone,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5414,2,8,False,2
3376,cancel,cancel,147,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3376,2,8,False,2
3175,smart home,smart,10,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3175,2,8,False,2
2200,alarm,alarm,83,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2200,2,8,False,2
365,payday,payday,79,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",365,2,8,False,2
5495,lost luggage,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5495,2,8,False,2
1757,calculator,calcul,138,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1757,2,8,False,2
1904,travel notification,travel notification,146,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",1904,2,8,False,2
2450,routing,routing,45,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2450,2,8,False,2
5082,weather,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5082,2,8,False,2
1247,card declined,new,91,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",1247,2,8,False,2
3528,spelling,spelling,73,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3528,2,8,False,2
648,what can i ask you,what can,115,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",648,2,8,False,2
3532,spelling,spelling,73,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3532,2,8,False,2
4295,meal suggestion,me,46,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4295,2,8,False,2
5384,car rental,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5384,2,8,False,2
2915,account blocked,account,2,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",2915,2,8,False,2
3775,book flight,book flight,63,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3775,2,8,False,2
4731,find phone,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",4731,2,8,False,2
5321,car rental,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5321,2,8,False,2
3209,book hotel,book hotel,116,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",3209,2,8,False,2
5288,what is your name,o,42,False,False,False,"{148: 1, 57: 1}","[10138, 14862]",5288,2,8,False,2
4304,meal suggestion,me,46,False,True,False,"{148: 1, 57: 1}","[10138, 14862]",4304,2,8,False,2
