,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
2782,meeting schedule,how busy,102,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",2782,2,7,False,2
4050,card declined,exp,44,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4050,2,7,False,2
3387,freeze account,cancel,147,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",3387,2,7,False,2
4122,cancel reservation,cancel res,67,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4122,2,7,False,2
4317,meal suggestion,me,46,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4317,2,7,False,2
2449,routing,routing,45,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2449,2,7,False,2
5020,change volume,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",5020,2,7,False,2
396,replacement card duration,replacement,90,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",396,2,7,False,2
1307,what is your name,repeat,13,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",1307,2,7,False,2
3802,shopping list,shopping list,43,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3802,2,7,False,2
1860,schedule maintenance,schedule maintenance,131,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1860,2,7,False,2
2767,find phone,how busy,102,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",2767,2,7,False,2
2140,ingredient substitution,ingredient,134,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2140,2,7,False,2
427,time,time,4,True,True,True,"{4: 1, 73: 1}","[14528, 15220]",427,2,7,False,2
3982,calendar update,calendar update,105,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3982,2,7,False,2
509,flight status,flight,80,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",509,2,7,False,2
726,restaurant reservation,restaurant res,23,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",726,2,7,False,2
1384,yes,yes,107,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1384,2,7,False,2
3426,vaccines,v,52,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3426,2,7,False,2
1407,yes,yes,107,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1407,2,7,False,2
3990,are you a bot,are,117,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3990,2,7,False,2
1600,no,no,30,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1600,2,7,False,2
4182,make call,change ai,55,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4182,2,7,False,2
3096,order status,report fra,70,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",3096,2,7,False,2
638,what can i ask you,what can,115,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",638,2,7,False,2
4536,pto used,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4536,2,7,False,2
5423,weather,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",5423,2,7,False,2
3046,schedule meeting,meeting,19,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",3046,2,7,False,2
5045,book flight,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",5045,2,7,False,2
4998,directions,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4998,2,7,False,2
2262,change accent,change acc,51,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2262,2,7,False,2
211,travel alert,travel alert,128,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",211,2,7,False,2
1011,next song,next song,118,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1011,2,7,False,2
2025,food last,food,54,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2025,2,7,False,2
658,what can i ask you,what can,115,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",658,2,7,False,2
1762,calculator,calcul,138,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1762,2,7,False,2
4837,insurance,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4837,2,7,False,2
305,fun fact,fun,129,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",305,2,7,False,2
1366,oil change when,oil change when,123,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1366,2,7,False,2
1617,no,no,30,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1617,2,7,False,2
367,payday,payday,79,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",367,2,7,False,2
4221,how old are you,how old,99,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4221,2,7,False,2
3819,text,text,26,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3819,2,7,False,2
1148,spending history,spending,71,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1148,2,7,False,2
449,time,time,4,True,True,True,"{4: 1, 73: 1}","[14528, 15220]",449,2,7,False,2
191,find phone,find,81,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",191,2,7,False,2
1431,what can i ask you,travel suggestion,149,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",1431,2,7,False,2
3440,vaccines,v,52,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3440,2,7,False,2
5098,spelling,o,42,False,False,True,"{4: 1, 73: 1}","[14528, 15220]",5098,2,7,False,2
4072,replacement card duration,exp,44,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4072,2,7,False,2
2483,do you have pets,do,34,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2483,2,7,False,2
675,account blocked,maybe,121,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",675,2,7,False,2
1773,date,date,95,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1773,2,7,False,2
1541,change speed,change speed,119,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1541,2,7,False,2
549,change user name,change user,144,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",549,2,7,False,2
19,translate,translate,61,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",19,2,7,False,2
2953,what song,what song,21,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2953,2,7,False,2
738,restaurant reservation,restaurant res,23,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",738,2,7,False,2
1909,travel notification,travel notification,146,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1909,2,7,False,2
2779,pto request,how busy,102,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",2779,2,7,False,2
2177,make call,make,25,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2177,2,7,False,2
146,meaning of life,meaning,22,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",146,2,7,False,2
4110,cancel reservation,cancel res,67,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4110,2,7,False,2
5206,tire pressure,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",5206,2,7,False,2
4081,update playlist,update,141,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4081,2,7,False,2
143,are you a bot,meaning,22,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",143,2,7,False,2
1661,nutrition info,nut,1,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1661,2,7,False,2
3363,cancel,cancel,147,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",3363,2,7,False,2
4482,card declined,card,49,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4482,2,7,False,2
2374,damaged card,dam,87,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",2374,2,7,False,2
4413,directions,traffic,24,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",4413,2,7,False,2
1430,what can i ask you,travel suggestion,149,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",1430,2,7,False,2
1359,oil change when,oil change when,123,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1359,2,7,False,2
5196,directions,o,42,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",5196,2,7,False,2
1566,tire pressure,tire pressure,98,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",1566,2,7,False,2
1861,oil change when,schedule maintenance,131,False,False,False,"{4: 1, 73: 1}","[14528, 15220]",1861,2,7,False,2
4431,traffic,traffic,24,False,True,False,"{4: 1, 73: 1}","[14528, 15220]",4431,2,7,False,2
