,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
8382,declined card payment,declined card,25,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",8382,10,5,False,10
4437,card payment not recognised,declined card,25,True,False,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",4437,10,5,False,10
2348,card payment wrong exchange rate,cash withdrawal not,20,True,False,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",2348,10,5,False,10
7139,passcode forgotten,pass,44,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",7139,10,5,False,10
3104,atm support,at,3,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",3104,10,5,False,10
5698,card payment wrong exchange rate,card payment wrong,17,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",5698,10,5,False,10
8950,wrong exchange rate for cash withdrawal,wrong exchange,76,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",8950,10,5,False,10
2658,card linking,card linking,13,True,True,True,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",2658,10,5,False,10
9151,balance not updated after cheque or cash deposit,balance not updated after che,6,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",9151,10,5,False,10
6372,compromised card,comprom,22,True,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",6372,10,5,False,10
332,card not working,card linking,13,True,False,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",332,10,5,False,10
6080,transfer not received by recipient,balance not updated after bank,5,False,False,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",6080,10,5,False,10
5685,country support,country,24,False,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",5685,10,5,False,10
650,extra charge on statement,extra,34,False,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",650,10,5,False,10
7251,top up limits,top up limits,60,False,True,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",7251,10,5,False,10
970,card payment not recognised,revert,53,False,False,False,"{25: 2, 20: 1, 44: 1, 3: 1, 17: 1, 76: 1, 13: 1, 6: 1, 22: 1}","[8382, 4437, 2348, 7139, 3104, 5698, 8950, 2658, 9151, 6372]",970,10,5,False,10
