,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1936,sync device,sync,130,False,True,False,{119: 1},[12649],1936,1,0,False
4219,tell joke,how old,99,False,False,False,{119: 1},[12649],4219,1,0,False
2016,food last,food,54,False,True,False,{119: 1},[12649],2016,1,0,False
1010,next song,next song,118,False,True,False,{119: 1},[12649],1010,1,0,False
2185,text,make,25,False,False,False,{119: 1},[12649],2185,1,0,False
1554,change speed,change speed,119,True,True,True,{119: 1},[12649],1554,1,0,False
947,user name,user,11,False,True,False,{119: 1},[12649],947,1,0,False
3802,shopping list update,shopping list,43,False,False,False,{119: 1},[12649],3802,1,0,False
3572,reset settings,reset,88,False,True,False,{119: 1},[12649],3572,1,0,False
1494,update playlist,todo list update,65,False,False,False,{119: 1},[12649],1494,1,0,False
4790,uber,o,42,False,False,False,{119: 1},[12649],4790,1,0,False
2733,credit limit,credit limit,41,False,True,False,{119: 1},[12649],2733,1,0,False
4412,traffic,traffic,24,False,True,False,{119: 1},[12649],4412,1,0,False
5352,weather,o,42,False,False,False,{119: 1},[12649],5352,1,0,False
4721,lost luggage,o,42,False,False,False,{119: 1},[12649],4721,1,0,False
1901,travel notification,travel notification,146,False,True,False,{119: 1},[12649],1901,1,0,False
1717,uber,u,39,False,True,False,{119: 1},[12649],1717,1,0,False
4036,gas,gas,110,False,True,False,{119: 1},[12649],4036,1,0,False
5051,find phone,o,42,False,False,False,{119: 1},[12649],5051,1,0,False
1374,oil change how,oil change when,123,False,False,False,{119: 1},[12649],1374,1,0,False
5076,what is your name,o,42,False,False,False,{119: 1},[12649],5076,1,0,False
1149,spending history,spending,71,False,True,False,{119: 1},[12649],1149,1,0,False
2236,todo list,todo list,48,False,True,False,{119: 1},[12649],2236,1,0,False
278,improve credit score,improve,28,False,True,False,{119: 1},[12649],278,1,0,False
538,flip coin,flip,33,False,True,False,{119: 1},[12649],538,1,0,False
1060,restaurant suggestion,restaurant suggestion,145,False,True,False,{119: 1},[12649],1060,1,0,False
1192,pto request status,pto request status,101,False,True,False,{119: 1},[12649],1192,1,0,False
4055,expiration date,exp,44,False,True,False,{119: 1},[12649],4055,1,0,False
2913,account blocked,account,2,False,True,False,{119: 1},[12649],2913,1,0,False
4350,income,income,93,False,True,False,{119: 1},[12649],4350,1,0,False
3563,greeting,gre,82,False,True,False,{119: 1},[12649],3563,1,0,False
3615,change ai name,what is,75,False,False,False,{119: 1},[12649],3615,1,0,False
143,meaning of life,meaning,22,False,True,False,{119: 1},[12649],143,1,0,False
3159,smart home,smart,10,False,True,False,{119: 1},[12649],3159,1,0,False
323,tell joke,fun,129,False,False,False,{119: 1},[12649],323,1,0,False
2461,what are your hobbies,do,34,False,False,False,{119: 1},[12649],2461,1,0,False
595,where are you from,where,77,False,True,False,{119: 1},[12649],595,1,0,False
3818,text,text,26,False,True,False,{119: 1},[12649],3818,1,0,False
1752,calculator,calcul,138,False,True,False,{119: 1},[12649],1752,1,0,False
2814,confirm reservation,accept,9,False,False,False,{119: 1},[12649],2814,1,0,False
4529,oos,o,42,False,True,False,{119: 1},[12649],4529,1,0,False
3274,taxes,taxes,94,False,True,False,{119: 1},[12649],3274,1,0,False
4469,order checks,order checks,127,False,True,False,{119: 1},[12649],4469,1,0,False
658,what are your hobbies,what can,115,False,False,False,{119: 1},[12649],658,1,0,False
2639,exchange rate,exchange,38,False,True,False,{119: 1},[12649],2639,1,0,False
2271,change accent,change accent,51,False,True,False,{119: 1},[12649],2271,1,0,False
1922,sync device,sync,130,False,True,False,{119: 1},[12649],1922,1,0,False
1678,nutrition info,nutrition,1,False,True,False,{119: 1},[12649],1678,1,0,False
2257,change accent,change accent,51,False,True,False,{119: 1},[12649],2257,1,0,False
2397,damaged card,damaged,87,False,True,False,{119: 1},[12649],2397,1,0,False
2319,bill due,bill due,56,False,True,False,{119: 1},[12649],2319,1,0,False
5187,find phone,o,42,False,False,False,{119: 1},[12649],5187,1,0,False
5171,how old are you,o,42,False,False,False,{119: 1},[12649],5171,1,0,False
1861,next holiday,schedule maintenance,131,False,False,False,{119: 1},[12649],1861,1,0,False
4909,shopping list,o,42,False,False,False,{119: 1},[12649],4909,1,0,False
4533,how old are you,o,42,False,False,False,{119: 1},[12649],4533,1,0,False
4019,are you a bot,are,117,False,True,False,{119: 1},[12649],4019,1,0,False
3822,text,text,26,False,True,False,{119: 1},[12649],3822,1,0,False
4812,how old are you,o,42,False,False,False,{119: 1},[12649],4812,1,0,False
4813,find phone,o,42,False,False,False,{119: 1},[12649],4813,1,0,False
1960,thank you,thank,124,False,True,False,{119: 1},[12649],1960,1,0,False
838,freeze account,freeze,20,False,True,False,{119: 1},[12649],838,1,0,False
3682,interest rate,interest,7,False,True,False,{119: 1},[12649],3682,1,0,False
