,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
4860,qa factoid,qa fact,53,True,True,False,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",4860,50,8,False,50
13242,general confirm,general confirm,20,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",13242,50,8,False,50
15408,social post,social post,59,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",15408,50,8,False,50
13809,play music,play music,48,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",13809,50,8,False,50
1952,calendar set,calendar set,9,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",1952,50,8,False,50
17656,transport ticket,transport ticket,65,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",17656,50,8,False,50
7086,iot hue light dim,iot hue light dim,32,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",7086,50,8,False,50
16134,datetime convert,datetime convert,12,True,True,True,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",16134,50,8,False,50
300,weather query,weather,67,True,True,False,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",300,50,8,False,50
18824,general praise,general pra,26,True,True,False,"{53: 1, 20: 1, 59: 2, 48: 4, 9: 3, 65: 1, 32: 1, 12: 1, 67: 3, 26: 3, 15: 1, 50: 1, 13: 2, 28: 3, 25: 2, 22: 2, 27: 2, 29: 1, 51: 1, 16: 1, 45: 1, 7: 3, 61: 1, 19: 1, 0: 1, 63: 1, 46: 1, 11: 1, 8: 1, 1: 1, 56: 1, 47: 1}","[4860, 13242, 15408, 13809, 1952, 17656, 7086, 16134, 300, 18824, 10307, 19051, 10096, 16352, 98, 7197, 16628, 1123, 18502, 1049, 9437, 18903, 12497, 16293, 10580, 2939, 13110, 10521, 9960, 12248, 8182, 15309, 13465, 4597, 4232, 15253, 17123, 14377, 1157, 14396, 12628, 2768, 3035, 14486, 8583, 7986, 9003, 6177, 6846, 7126]",18824,50,8,False,50
