,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
195,payday,pay,79,False,True,False,{17: 1},[4493],195,1,7,False
144,how busy,p,97,False,False,False,{17: 1},[4493],144,1,7,False
969,thank you,thank,124,False,True,False,{17: 1},[4493],969,1,7,False
352,jump start,maybe,121,False,False,False,{17: 1},[4493],352,1,7,False
640,change user name,oil change when,123,False,False,False,{17: 1},[4493],640,1,7,False
1096,change accent,change acc,51,False,True,False,{17: 1},[4493],1096,1,7,False
46,transfer,transfer,133,False,True,False,{17: 1},[4493],46,1,7,False
466,what are your hobbies,who,96,False,False,False,{17: 1},[4493],466,1,7,False
1061,reminder,reminder update,53,False,False,False,{17: 1},[4493],1061,1,7,False
1838,interest rate,interest,7,False,True,False,{17: 1},[4493],1838,1,7,False
1152,payday,bill,56,False,False,False,{17: 1},[4493],1152,1,7,False
1606,confirm reservation,report,70,False,False,False,{17: 1},[4493],1606,1,7,False
1708,taxes,tax,94,False,True,False,{17: 1},[4493],1708,1,7,False
1253,routing,routing,45,False,True,False,{17: 1},[4493],1253,1,7,False
1916,share location,share,58,False,True,False,{17: 1},[4493],1916,1,7,False
243,flip coin,f,33,False,True,False,{17: 1},[4493],243,1,7,False
1176,calories,cal,135,False,True,False,{17: 1},[4493],1176,1,7,False
511,next song,next song,118,False,True,False,{17: 1},[4493],511,1,7,False
1960,calendar,calendar update,105,False,False,False,{17: 1},[4493],1960,1,7,False
928,date,date,95,False,True,False,{17: 1},[4493],928,1,7,False
112,confirm reservation,ins,64,False,False,False,{17: 1},[4493],112,1,7,False
1062,reminder,reminder update,53,False,False,False,{17: 1},[4493],1062,1,7,False
824,how busy,apr,132,False,False,False,{17: 1},[4493],824,1,7,False
1705,taxes,tax,94,False,True,False,{17: 1},[4493],1705,1,7,False
1057,reminder,reminder update,53,False,False,False,{17: 1},[4493],1057,1,7,False
125,how busy,p,97,False,False,False,{17: 1},[4493],125,1,7,False
269,flip coin,f,33,False,True,False,{17: 1},[4493],269,1,7,False
835,goodbye,apr,132,False,False,False,{17: 1},[4493],835,1,7,False
786,jump start,no,30,False,False,False,{17: 1},[4493],786,1,7,False
