,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
360,entity,description,2,True,False,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",360,40,7,False,20
17,human,human,3,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",17,40,7,False,20
361,description,description,2,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",361,40,7,False,20
411,entity,entity,1,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",411,40,7,False,20
67,description,description,2,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",67,40,7,False,20
425,entity,entity,1,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",425,40,7,False,20
104,location,location,4,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",104,40,7,False,20
394,description,description,2,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",394,40,7,False,20
450,entity,entity,1,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",450,40,7,False,20
141,entity,entity,1,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",141,40,7,False,20
142,location,location,4,True,True,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",142,40,7,False,20
269,human,description,2,True,False,True,"{1: 8, 2: 9, 3: 9, 5: 8, 4: 3, 0: 3}","[5205, 323, 4485, 4312, 1607, 106, 1030, 3627, 2528, 536, 5060, 4738, 4346, 2322, 3410, 510, 1796, 983, 99, 109, 292, 1533, 1634, 277, 3049, 145, 683, 1589, 5137, 4355, 2691, 3191, 3798, 3620, 942, 1119, 1728, 4607, 3245, 885]",269,40,7,False,20
