,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
903,top up limits,supported,54,False,False,True,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",903,66,1,False,33
1003,top up reverted,top up revert,61,True,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",1003,66,1,False,33
2953,card about to expire,card about,9,False,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",2953,66,1,False,33
2979,apple pay or google pay,apple,2,True,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",2979,66,1,False,33
1926,get physical card,card sw,18,True,False,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",1926,66,1,False,33
2137,change pin,change,21,True,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",2137,66,1,False,33
2980,apple pay or google pay,apple,2,True,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",2980,66,1,False,33
702,cancel transfer,cancel,8,False,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",702,66,1,False,33
2493,get physical card,order,43,True,False,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",2493,66,1,False,33
2210,transfer fee charged,transfer fee,64,True,True,False,"{15: 3, 48: 1, 27: 2, 6: 1, 63: 3, 39: 3, 34: 1, 62: 1, 61: 2, 69: 2, 31: 3, 45: 1, 13: 1, 25: 4, 68: 2, 64: 1, 37: 1, 5: 1, 51: 1, 60: 2, 53: 1, 38: 1, 18: 1, 21: 1, 47: 2, 10: 1, 46: 1, 43: 1, 1: 1, 20: 2, 7: 1, 52: 1, 22: 1, 73: 2, 74: 1, 30: 2, 29: 2, 44: 2, 4: 1, 2: 1, 71: 1, 14: 1, 59: 1, 0: 1}","[7768, 1499, 743, 7044, 4326, 6514, 1403, 719, 8418, 7497, 7803, 2407, 8875, 5122, 5501, 7272, 7089, 4587, 6275, 3199, 3196, 5487, 8528, 2217, 2951, 9381, 5274, 6613, 2223, 7293, 5313, 4906, 139, 7252, 8613, 2161, 9294, 9658, 7072, 8938, 321, 2136, 1984, 968, 9492, 6608, 954, 5512, 9346, 572, 689, 662, 2078, 6417, 3927, 8073, 7032, 1473, 2139, 6687, 9992, 2553, 7737, 2798, 9797, 9353]",2210,66,1,False,33
