,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
15,numeric date,numeric date,39,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",15,5,9,False,5
2726,description manner,description manner,26,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",2726,5,9,False,5
4613,human individual,human individual,29,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4613,5,9,False,5
123,entity animal,entity animal,2,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",123,5,9,False,5
2305,entity sport,entity sport,17,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",2305,5,9,False,5
4146,description manner,description description,25,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4146,5,9,False,5
1594,description manner,description description,25,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1594,5,9,False,5
755,entity animal,entity creation,5,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",755,5,9,False,5
5303,location city,location city,32,False,True,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",5303,5,9,False,5
4745,location country,location other,35,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4745,5,9,False,5
3439,entity body,description definition,24,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",3439,5,9,False,5
2036,entity plant,human individual,29,True,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",2036,5,9,False,5
116,numeric date,numeric count,38,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",116,5,9,False,5
3015,entity body,location country,33,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",3015,5,9,False,5
3741,entity event,description description,25,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",3741,5,9,False,5
4529,entity event,entity food,9,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4529,5,9,False,5
1726,entity animal,entity subst,18,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1726,5,9,False,5
4538,description manner,description description,25,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4538,5,9,False,5
1245,entity sport,entity creation,5,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1245,5,9,False,5
930,entity sport,entity creation,5,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",930,5,9,False,5
1637,location country,location other,35,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1637,5,9,False,5
1145,human individual,human description,31,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1145,5,9,False,5
3487,entity sport,location other,35,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",3487,5,9,False,5
1735,location city,location city,32,False,True,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1735,5,9,False,5
1826,numeric date,description description,25,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",1826,5,9,False,5
3972,entity product,entity creation,5,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",3972,5,9,False,5
4696,description manner,description manner,26,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4696,5,9,False,5
2799,entity disease,description reason,27,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",2799,5,9,False,5
4886,numeric date,numeric date,39,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4886,5,9,False,5
2236,abbreviation abbreviation,abbreviation expansion,1,False,False,False,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",2236,5,9,False,5
4395,human individual,human individual,29,True,True,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",4395,5,9,False,5
5165,description manner,entity other,13,False,False,True,"{39: 1, 26: 1, 29: 1, 2: 1, 17: 1}","[15, 2726, 4613, 123, 2305]",5165,5,9,False,5
