,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
3916,numeric count,numeric count,38,True,True,True,{38: 1},[3916],3916,1,8,False
391,numeric count,numeric date,39,False,False,True,{38: 1},[3916],391,1,8,False
2082,location city,location city,32,False,True,False,{38: 1},[3916],2082,1,8,False
673,numeric count,description definition,24,False,False,True,{38: 1},[3916],673,1,8,False
4839,numeric count,entity creation,5,False,False,True,{38: 1},[3916],4839,1,8,False
1717,numeric count,description manner,26,False,False,True,{38: 1},[3916],1717,1,8,False
5343,numeric count,human group,28,False,False,True,{38: 1},[3916],5343,1,8,False
124,numeric count,human individual,29,False,False,True,{38: 1},[3916],124,1,8,False
224,numeric count,entity word,23,False,False,True,{38: 1},[3916],224,1,8,False
4304,numeric count,numeric count,38,True,True,True,{38: 1},[3916],4304,1,8,False
2957,numeric count,location other,35,False,False,True,{38: 1},[3916],2957,1,8,False
855,numeric count,human individual,29,False,False,True,{38: 1},[3916],855,1,8,False
259,numeric count,description manner,26,False,False,True,{38: 1},[3916],259,1,8,False
749,numeric count,entity animal,2,False,False,True,{38: 1},[3916],749,1,8,False
4174,numeric count,entity animal,2,False,False,True,{38: 1},[3916],4174,1,8,False
1670,location city,location other,35,False,False,False,{38: 1},[3916],1670,1,8,False
3126,numeric count,description definition,24,False,False,True,{38: 1},[3916],3126,1,8,False
5200,numeric count,entity other,13,False,False,True,{38: 1},[3916],5200,1,8,False
527,location country,location country,33,False,True,False,{38: 1},[3916],527,1,8,False
651,numeric count,human individual,29,False,False,True,{38: 1},[3916],651,1,8,False
2519,numeric count,description reason,27,False,False,True,{38: 1},[3916],2519,1,8,False
2775,numeric count,description description,25,False,False,True,{38: 1},[3916],2775,1,8,False
3900,location country,location other,35,False,False,False,{38: 1},[3916],3900,1,8,False
695,numeric count,location other,35,False,False,True,{38: 1},[3916],695,1,8,False
2943,location city,location city,32,False,True,False,{38: 1},[3916],2943,1,8,False
1283,numeric count,human individual,29,False,False,True,{38: 1},[3916],1283,1,8,False
4560,numeric count,entity disease,7,False,False,True,{38: 1},[3916],4560,1,8,False
1770,numeric count,human individual,29,False,False,True,{38: 1},[3916],1770,1,8,False
4877,numeric count,entity symbol,19,False,False,True,{38: 1},[3916],4877,1,8,False
1424,numeric count,numeric date,39,False,False,True,{38: 1},[3916],1424,1,8,False
1055,entity term,location other,35,False,False,False,{38: 1},[3916],1055,1,8,False
3228,location country,location other,35,False,False,False,{38: 1},[3916],3228,1,8,False
1867,numeric count,description manner,26,False,False,True,{38: 1},[3916],1867,1,8,False
4448,numeric count,entity vehicle,22,False,False,True,{38: 1},[3916],4448,1,8,False
2251,location city,entity other,13,False,False,False,{38: 1},[3916],2251,1,8,False
5177,location country,location other,35,False,False,False,{38: 1},[3916],5177,1,8,False
925,numeric count,human individual,29,False,False,True,{38: 1},[3916],925,1,8,False
4467,numeric count,description definition,24,False,False,True,{38: 1},[3916],4467,1,8,False
3186,numeric count,human individual,29,False,False,True,{38: 1},[3916],3186,1,8,False
930,numeric count,entity creation,5,False,False,True,{38: 1},[3916],930,1,8,False
4138,numeric count,numeric money,41,False,False,True,{38: 1},[3916],4138,1,8,False
4475,numeric count,numeric period,44,False,False,True,{38: 1},[3916],4475,1,8,False
4276,abbreviation expansion,abbreviation expansion,1,False,True,False,{38: 1},[3916],4276,1,8,False
457,numeric count,numeric date,39,False,False,True,{38: 1},[3916],457,1,8,False
4614,numeric count,entity term,21,False,False,True,{38: 1},[3916],4614,1,8,False
4727,numeric count,description definition,24,False,False,True,{38: 1},[3916],4727,1,8,False
3942,numeric count,description definition,24,False,False,True,{38: 1},[3916],3942,1,8,False
