,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
0,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",0,20,1,False
1,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",1,20,1,False
2,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",2,20,1,False
3,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",3,20,1,False
4,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",4,20,1,False
5,entity,location,4,True,False,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",5,20,1,False
6,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",6,20,1,False
7,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",7,20,1,False
8,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",8,20,1,False
9,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",9,20,1,False
10,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",10,20,1,False
11,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",11,20,1,False
12,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",12,20,1,False
13,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",13,20,1,False
14,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",14,20,1,False
15,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",15,20,1,False
16,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",16,20,1,False
17,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",17,20,1,False
18,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",18,20,1,False
19,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",19,20,1,False
20,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",20,20,1,False
21,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",21,20,1,False
22,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",22,20,1,False
23,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",23,20,1,False
24,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",24,20,1,False
26,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",26,20,1,False
27,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",27,20,1,False
28,location,location,4,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",28,20,1,False
29,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",29,20,1,False
30,entity,location,4,True,False,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",30,20,1,False
31,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",31,20,1,False
32,entity,entity,1,True,True,True,"{1: 9, 4: 10, 0: 1}","[630, 258, 1524, 194, 2125, 1713, 2133, 1366, 980, 840, 471, 593, 15, 703, 1910, 2119, 1200, 21, 1621, 359]",32,20,1,False
