,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
4281,human group,human group,28,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",4281,50,6,False,50
5151,human individual,human individual,29,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",5151,50,6,False,50
547,entity other,entity other,13,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",547,50,6,False,50
835,numeric count,numeric count,38,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",835,50,6,False,50
1236,entity creation,entity creation,5,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",1236,50,6,False,50
2661,numeric count,numeric count,38,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",2661,50,6,False,50
2695,description definition,description definition,24,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",2695,50,6,False,50
3028,human group,human group,28,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",3028,50,6,False,50
365,description reason,description reason,27,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",365,50,6,False,50
5339,human group,human group,28,True,True,True,"{28: 3, 29: 7, 13: 2, 38: 6, 5: 4, 24: 5, 27: 1, 36: 1, 9: 1, 18: 2, 43: 1, 33: 2, 20: 1, 39: 3, 8: 1, 4: 1, 35: 2, 21: 1, 7: 1, 25: 2, 32: 2, 46: 1}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52]",5339,50,6,False,50
