,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
360,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",360,10,4,False,10
17,human,human,3,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",17,10,4,False,10
361,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",361,10,4,False,10
411,description,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",411,10,4,False,10
67,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",67,10,4,False,10
425,location,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",425,10,4,False,10
104,location,location,4,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",104,10,4,False,10
394,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",394,10,4,False,10
450,description,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",450,10,4,False,10
141,human,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",141,10,4,False,10
142,location,location,4,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",142,10,4,False,10
269,human,description,2,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",269,10,4,False,10
173,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",173,10,4,False,10
238,location,location,4,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",238,10,4,False,10
55,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",55,10,4,False,10
121,numeric,numeric,5,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",121,10,4,False,10
260,human,human,3,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",260,10,4,False,10
62,location,location,4,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",62,10,4,False,10
185,human,human,3,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",185,10,4,False,10
429,human,human,3,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",429,10,4,False,10
97,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",97,10,4,False,10
340,numeric,numeric,5,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",340,10,4,False,10
496,description,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",496,10,4,False,10
183,description,description,2,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",183,10,4,False,10
393,numeric,numeric,5,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",393,10,4,False,10
15,numeric,numeric,5,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",15,10,4,False,10
162,location,numeric,5,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",162,10,4,False,10
481,description,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",481,10,4,False,10
332,description,entity,1,True,False,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",332,10,4,False,10
251,location,location,4,True,True,True,"{3: 3, 1: 3, 4: 1, 5: 2, 2: 1}","[2619, 5207, 3891, 541, 696, 2366, 2410, 3027, 3101, 529]",251,10,4,False,10
