,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
2782,mpg,how busy,102,False,False,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",2782,10,1,False,10
4050,card declined,exp,44,False,False,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",4050,10,1,False,10
3387,cancel,cancel,147,False,True,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",3387,10,1,False,10
4122,cancel reservation,cancel res,67,False,True,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",4122,10,1,False,10
4317,restaurant suggestion,me,46,False,False,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",4317,10,1,False,10
2449,routing,routing,45,False,True,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",2449,10,1,False,10
5020,change language,o,42,False,False,True,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",5020,10,1,False,10
396,credit limit,replacement,90,False,False,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",396,10,1,False,10
1307,what can i ask you,repeat,13,False,False,False,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",1307,10,1,False,10
3802,shopping list,shopping list,43,True,True,True,"{28: 1, 29: 1, 43: 1, 81: 1, 62: 2, 108: 1, 83: 1, 50: 1, 24: 1}","[4219, 13282, 12057, 1593, 10456, 13771, 147, 11730, 8444, 5590]",3802,10,1,False,10
