,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
889,email query contact,email query,16,True,True,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",889,32,0,False,32
2700,recommendation events,recommendation,56,True,True,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2700,32,0,False,32
2458,music query,music li,42,False,False,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2458,32,0,False,32
1000,general command stop,recommendation,56,True,False,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",1000,32,0,False,32
2395,qa currency,qa currency,51,True,True,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2395,32,0,False,32
1922,general repeat,general explain,22,True,False,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",1922,32,0,False,32
1202,music settings,music li,42,False,False,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",1202,32,0,False,32
1988,play podcasts,play pod,49,True,True,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",1988,32,0,False,32
1107,calendar set,calendar set,9,True,True,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",1107,32,0,False,32
2728,calendar query,calendar query,7,True,True,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2728,32,0,False,32
1567,qa currency,qa stock,55,False,False,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",1567,32,0,False,32
2506,qa currency,qa currency,51,True,True,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2506,32,0,False,32
2608,iot hue light off,lists,40,False,False,True,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2608,32,0,False,32
2618,general negate,general neg,25,True,True,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2618,32,0,False,32
2787,email sendemail,email s,17,True,True,False,"{50: 1, 33: 2, 51: 1, 9: 3, 25: 4, 20: 2, 17: 4, 44: 1, 7: 3, 0: 1, 28: 2, 19: 1, 22: 3, 13: 1, 56: 1, 49: 1, 16: 1}","[3948, 541, 834, 7857, 4937, 6175, 4208, 6744, 798, 3464, 8705, 4966, 6430, 1551, 1475, 8161, 5052, 1830, 2407, 5730, 318, 7098, 1217, 3112, 436, 4118, 7318, 2451, 8204, 7690, 3743, 3349]",2787,32,0,False,32
