,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
905,supported cards and currencies,supported,54,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",905,25,7,False
1982,card payment wrong exchange rate,transaction,63,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1982,25,7,False
2766,exchange via app,exchange charge,31,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2766,25,7,False
2416,get physical card,getting spare,39,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2416,25,7,False
2895,atm support,cash withdrawal charge,19,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2895,25,7,False
2137,pin blocked,change,21,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2137,25,7,False
732,top up limits,top up limits,60,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",732,25,7,False
1927,atm support,card swallowed,18,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1927,25,7,False
945,get disposable virtual card,getting virtual,40,True,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",945,25,7,False
1942,card not working,card swallowed,18,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1942,25,7,False
112,exchange rate,exchange rate,32,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",112,25,7,False
2909,cash withdrawal charge,cash withdrawal charge,19,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2909,25,7,False
965,card acceptance,card acceptance,10,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",965,25,7,False
1465,atm support,atm,3,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1465,25,7,False
1396,disposable card limits,dispos,29,True,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1396,25,7,False
2152,change pin,change,21,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2152,25,7,False
1159,change pin,edit,30,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1159,25,7,False
976,card acceptance,card acceptance,10,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",976,25,7,False
1518,direct debit payment not recognised,direct,28,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1518,25,7,False
1773,card payment not recognised,Ref,51,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1773,25,7,False
1476,atm support,atm,3,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1476,25,7,False
1477,atm support,atm,3,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1477,25,7,False
237,atm support,pending cash,46,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",237,25,7,False
2097,card payment wrong exchange rate,re,53,True,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2097,25,7,False
2434,card delivery estimate,getting spare,39,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2434,25,7,False
1349,transfer into account,to,62,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1349,25,7,False
1625,pending card payment,pending card,45,True,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1625,25,7,False
2675,card not working,top up failed,59,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2675,25,7,False
274,card payment wrong exchange rate,fi,36,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",274,25,7,False
564,contactless not working,contact,23,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",564,25,7,False
2482,order physical card,order,43,True,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2482,25,7,False
1685,cancel transfer,request,52,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1685,25,7,False
804,card payment wrong exchange rate,card payment fee,15,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",804,25,7,False
2142,change pin,change,21,False,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2142,25,7,False
2965,top up by card charge,apple,2,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2965,25,7,False
2985,top up by card charge,apple,2,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2985,25,7,False
1394,disposable card limits,dispos,29,True,True,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1394,25,7,False
1103,card not working,card payment not,16,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",1103,25,7,False
2420,card delivery estimate,getting spare,39,False,False,False,"{65: 2, 41: 1, 53: 1, 35: 2, 37: 1, 27: 2, 61: 2, 43: 1, 57: 1, 29: 1, 17: 1, 66: 1, 13: 1, 75: 1, 33: 1, 64: 2, 5: 1, 45: 1, 40: 1, 6: 1}","[3234, 3759, 345, 8102, 8864, 950, 9629, 1494, 3421, 8032, 4514, 7769, 2641, 8606, 9596, 7229, 1063, 2178, 9783, 8790, 8314, 3664, 3748, 9749, 7195]",2420,25,7,False
