,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
905,supported cards and currencies,supported,54,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",905,5,2,False
1982,card payment not recognised,transaction,63,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",1982,5,2,False
2766,exchange rate,exchange charge,31,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",2766,5,2,False
2416,request refund,getting spare,39,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",2416,5,2,False
2895,atm support,cash withdrawal charge,19,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",2895,5,2,False
2137,pin blocked,change,21,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",2137,5,2,False
732,top up limits,top up limits,60,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",732,5,2,False
1927,atm support,card swallowed,18,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",1927,5,2,False
945,card not working,getting virtual,40,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",945,5,2,False
1942,card not working,card swallowed,18,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",1942,5,2,False
112,exchange rate,exchange rate,32,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",112,5,2,False
2909,cash withdrawal charge,cash withdrawal charge,19,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",2909,5,2,False
965,card payment not recognised,card acceptance,10,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",965,5,2,False
1465,card payment not recognised,atm,3,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",1465,5,2,False
1396,disposable card limits,dispos,29,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",1396,5,2,False
2152,change pin,change,21,False,True,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",2152,5,2,False
1159,change pin,edit,30,False,False,False,"{56: 1, 75: 1, 55: 1, 25: 1, 16: 1}","[4472, 8739, 5674, 864, 1268]",1159,5,2,False
