,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
13005,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",13005,2,4,False,2
13881,person other family,organization top,organization top members or employees,False,False,False,{'na': 2},"[8212, 2146]",13881,2,4,False,2
8000,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8000,2,4,False,2
15210,person siblings,person sib,person siblings,False,True,False,{'na': 2},"[8212, 2146]",15210,2,4,False,2
7432,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",7432,2,4,False,2
2785,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",2785,2,4,False,2
11677,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",11677,2,4,False,2
6929,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",6929,2,4,False,2
7143,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7143,2,4,False,2
12405,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",12405,2,4,False,2
1677,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",1677,2,4,False,2
2872,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",2872,2,4,False,2
13474,na,organization parents,organization parents,False,False,True,{'na': 2},"[8212, 2146]",13474,2,4,False,2
5391,person siblings,na,na,True,False,False,{'na': 2},"[8212, 2146]",5391,2,4,False,2
14781,person title,person title,person title,False,True,False,{'na': 2},"[8212, 2146]",14781,2,4,False,2
13767,na,organization top,organization top members or employees,False,False,True,{'na': 2},"[8212, 2146]",13767,2,4,False,2
4670,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4670,2,4,False,2
343,person date of birth,person age,person age,False,False,False,{'na': 2},"[8212, 2146]",343,2,4,False,2
6853,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6853,2,4,False,2
7373,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7373,2,4,False,2
6965,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",6965,2,4,False,2
8391,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",8391,2,4,False,2
2539,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2539,2,4,False,2
14078,na,organization alternate,organization alternate names,False,False,True,{'na': 2},"[8212, 2146]",14078,2,4,False,2
14670,person title,person title,person title,False,True,False,{'na': 2},"[8212, 2146]",14670,2,4,False,2
3983,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",3983,2,4,False,2
9758,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",9758,2,4,False,2
2760,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",2760,2,4,False,2
2670,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",2670,2,4,False,2
3175,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",3175,2,4,False,2
14456,na,person origin,person origin,False,False,True,{'na': 2},"[8212, 2146]",14456,2,4,False,2
858,na,person cities,person cities of residence,False,False,True,{'na': 2},"[8212, 2146]",858,2,4,False,2
6211,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",6211,2,4,False,2
15099,na,organization country,organization country of headquarters,False,False,True,{'na': 2},"[8212, 2146]",15099,2,4,False,2
2891,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2891,2,4,False,2
1785,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",1785,2,4,False,2
14958,person other family,person title,person title,False,False,False,{'na': 2},"[8212, 2146]",14958,2,4,False,2
12198,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",12198,2,4,False,2
15254,na,organization state,organization state or province of headquarters,False,False,True,{'na': 2},"[8212, 2146]",15254,2,4,False,2
3319,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",3319,2,4,False,2
2900,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",2900,2,4,False,2
9109,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9109,2,4,False,2
10607,person siblings,na,na,True,False,False,{'na': 2},"[8212, 2146]",10607,2,4,False,2
9328,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",9328,2,4,False,2
14837,person country of birth,person title,person title,False,False,False,{'na': 2},"[8212, 2146]",14837,2,4,False,2
15483,person other family,organization founded by,organization founded by,False,False,False,{'na': 2},"[8212, 2146]",15483,2,4,False,2
3049,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",3049,2,4,False,2
3434,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",3434,2,4,False,2
3440,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",3440,2,4,False,2
6635,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6635,2,4,False,2
1718,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",1718,2,4,False,2
14875,na,person title,person title,False,False,True,{'na': 2},"[8212, 2146]",14875,2,4,False,2
10226,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",10226,2,4,False,2
7343,person spouse,na,na,True,False,False,{'na': 2},"[8212, 2146]",7343,2,4,False,2
1109,person title,person employee,person employee of,False,False,False,{'na': 2},"[8212, 2146]",1109,2,4,False,2
2457,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2457,2,4,False,2
11703,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",11703,2,4,False,2
7135,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7135,2,4,False,2
423,na,person charges,person charges,False,False,True,{'na': 2},"[8212, 2146]",423,2,4,False,2
8108,person cause of death,na,na,True,False,False,{'na': 2},"[8212, 2146]",8108,2,4,False,2
12923,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",12923,2,4,False,2
10264,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",10264,2,4,False,2
8698,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",8698,2,4,False,2
12760,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",12760,2,4,False,2
4478,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",4478,2,4,False,2
10200,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",10200,2,4,False,2
234,person date of birth,person age,person age,False,False,False,{'na': 2},"[8212, 2146]",234,2,4,False,2
15499,person country of birth,organization founded by,organization founded by,False,False,False,{'na': 2},"[8212, 2146]",15499,2,4,False,2
2710,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2710,2,4,False,2
2320,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",2320,2,4,False,2
1124,person date of birth,person employee,person employee of,False,False,False,{'na': 2},"[8212, 2146]",1124,2,4,False,2
9247,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9247,2,4,False,2
5666,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",5666,2,4,False,2
1571,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",1571,2,4,False,2
6405,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",6405,2,4,False,2
12166,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",12166,2,4,False,2
1552,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",1552,2,4,False,2
10940,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",10940,2,4,False,2
8549,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",8549,2,4,False,2
9529,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9529,2,4,False,2
5018,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",5018,2,4,False,2
1650,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",1650,2,4,False,2
10531,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",10531,2,4,False,2
6580,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6580,2,4,False,2
591,person other family,person countries,person countries of residence,False,False,False,{'na': 2},"[8212, 2146]",591,2,4,False,2
8453,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8453,2,4,False,2
2674,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2674,2,4,False,2
1508,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",1508,2,4,False,2
15507,person other family,organization founded by,organization founded by,False,False,False,{'na': 2},"[8212, 2146]",15507,2,4,False,2
13496,na,organization parents,organization parents,False,False,True,{'na': 2},"[8212, 2146]",13496,2,4,False,2
7291,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",7291,2,4,False,2
4529,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4529,2,4,False,2
13395,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",13395,2,4,False,2
7484,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7484,2,4,False,2
9159,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9159,2,4,False,2
14259,person title,person religion,person religion,False,False,False,{'na': 2},"[8212, 2146]",14259,2,4,False,2
4538,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4538,2,4,False,2
2166,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2166,2,4,False,2
11035,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",11035,2,4,False,2
10831,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",10831,2,4,False,2
6054,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6054,2,4,False,2
11872,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",11872,2,4,False,2
7513,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7513,2,4,False,2
1556,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",1556,2,4,False,2
12022,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",12022,2,4,False,2
14990,person other family,person title,person title,False,False,False,{'na': 2},"[8212, 2146]",14990,2,4,False,2
9628,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9628,2,4,False,2
9978,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",9978,2,4,False,2
15072,na,organization country,organization country of headquarters,False,False,True,{'na': 2},"[8212, 2146]",15072,2,4,False,2
3355,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",3355,2,4,False,2
6562,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",6562,2,4,False,2
5574,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",5574,2,4,False,2
8053,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8053,2,4,False,2
8231,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8231,2,4,False,2
15201,person title,person sib,person siblings,False,False,False,{'na': 2},"[8212, 2146]",15201,2,4,False,2
11400,person cause of death,na,na,True,False,False,{'na': 2},"[8212, 2146]",11400,2,4,False,2
2091,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",2091,2,4,False,2
1639,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",1639,2,4,False,2
14221,na,organization alternate,organization alternate names,False,False,True,{'na': 2},"[8212, 2146]",14221,2,4,False,2
6237,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6237,2,4,False,2
792,person city of birth,person cities,person cities of residence,False,False,False,{'na': 2},"[8212, 2146]",792,2,4,False,2
563,na,person countries,person countries of residence,False,False,True,{'na': 2},"[8212, 2146]",563,2,4,False,2
5764,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",5764,2,4,False,2
1330,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",1330,2,4,False,2
8484,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8484,2,4,False,2
11473,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",11473,2,4,False,2
1118,person country of birth,person employee,person employee of,False,False,False,{'na': 2},"[8212, 2146]",1118,2,4,False,2
3432,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",3432,2,4,False,2
11871,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",11871,2,4,False,2
14764,person title,person title,person title,False,True,False,{'na': 2},"[8212, 2146]",14764,2,4,False,2
7777,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7777,2,4,False,2
10413,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",10413,2,4,False,2
14090,na,organization alternate,organization alternate names,False,False,True,{'na': 2},"[8212, 2146]",14090,2,4,False,2
12996,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",12996,2,4,False,2
1655,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",1655,2,4,False,2
6799,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",6799,2,4,False,2
8001,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8001,2,4,False,2
4680,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4680,2,4,False,2
14115,na,organization alternate,organization alternate names,False,False,True,{'na': 2},"[8212, 2146]",14115,2,4,False,2
1433,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",1433,2,4,False,2
15240,na,organization state,organization state or province of headquarters,False,False,True,{'na': 2},"[8212, 2146]",15240,2,4,False,2
12147,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",12147,2,4,False,2
15417,person date of birth,person city of death,person city of death,False,False,False,{'na': 2},"[8212, 2146]",15417,2,4,False,2
10813,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",10813,2,4,False,2
4314,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",4314,2,4,False,2
2002,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",2002,2,4,False,2
5601,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",5601,2,4,False,2
15,na,organization founded in,organization founded in year,False,False,True,{'na': 2},"[8212, 2146]",15,2,4,False,2
7042,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",7042,2,4,False,2
9622,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",9622,2,4,False,2
8938,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",8938,2,4,False,2
10440,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",10440,2,4,False,2
11553,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",11553,2,4,False,2
4055,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4055,2,4,False,2
1757,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",1757,2,4,False,2
4093,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4093,2,4,False,2
1424,person spouse,na,na,True,False,False,{'na': 2},"[8212, 2146]",1424,2,4,False,2
186,person date of birth,person age,person age,False,False,False,{'na': 2},"[8212, 2146]",186,2,4,False,2
619,na,person countries,person countries of residence,False,False,True,{'na': 2},"[8212, 2146]",619,2,4,False,2
6263,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6263,2,4,False,2
4164,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4164,2,4,False,2
280,person date of birth,person age,person age,False,False,False,{'na': 2},"[8212, 2146]",280,2,4,False,2
4928,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",4928,2,4,False,2
13449,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",13449,2,4,False,2
12885,person country of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",12885,2,4,False,2
11313,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",11313,2,4,False,2
7063,person siblings,na,na,True,False,False,{'na': 2},"[8212, 2146]",7063,2,4,False,2
1236,person other family,person employee,person employee of,False,False,False,{'na': 2},"[8212, 2146]",1236,2,4,False,2
2378,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",2378,2,4,False,2
9578,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9578,2,4,False,2
6260,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6260,2,4,False,2
15428,person date of birth,person state or province of death,person state or province of death,False,False,False,{'na': 2},"[8212, 2146]",15428,2,4,False,2
10863,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",10863,2,4,False,2
4240,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",4240,2,4,False,2
6766,person other family,na,na,True,False,False,{'na': 2},"[8212, 2146]",6766,2,4,False,2
7580,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",7580,2,4,False,2
9861,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",9861,2,4,False,2
4662,na,na,na,True,True,True,{'na': 2},"[8212, 2146]",4662,2,4,False,2
3979,person date of birth,na,na,True,False,False,{'na': 2},"[8212, 2146]",3979,2,4,False,2
294,person date of birth,person age,person age,False,False,False,{'na': 2},"[8212, 2146]",294,2,4,False,2
9048,person spouse,na,na,True,False,False,{'na': 2},"[8212, 2146]",9048,2,4,False,2
94,na,organization city,organization city of headquarters,False,False,True,{'na': 2},"[8212, 2146]",94,2,4,False,2
7704,person title,na,na,True,False,False,{'na': 2},"[8212, 2146]",7704,2,4,False,2
